locus_tag	ftype	length_bp	gene	EC_number	COG	product
BIPKCHJG_01888	CDS	624				hypothetical protein
BIPKCHJG_01888	gene	624				
BIPKCHJG_01889	CDS	276				hypothetical protein
BIPKCHJG_01889	gene	276				
BIPKCHJG_01890	CDS	1248	chrA			Chromate transport protein
BIPKCHJG_01890	gene	1248	chrA			
BIPKCHJG_01891	CDS	432	chrB1_1			Protein ChrB
BIPKCHJG_01891	gene	432	chrB1_1			
BIPKCHJG_01892	CDS	525	chrB1_2			Protein ChrB
BIPKCHJG_01892	gene	525	chrB1_2			
BIPKCHJG_01893	CDS	447	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
BIPKCHJG_01893	gene	447	arfB			
BIPKCHJG_01894	CDS	822				hypothetical protein
BIPKCHJG_01894	gene	822				
BIPKCHJG_01895	CDS	2433	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
BIPKCHJG_01895	gene	2433	uvrD1			
BIPKCHJG_01896	CDS	1005				hypothetical protein
BIPKCHJG_01896	gene	1005				
BIPKCHJG_01897	CDS	768	lss	3.4.24.75		Lysostaphin
BIPKCHJG_01897	gene	768	lss			
BIPKCHJG_01898	CDS	501	sigM_1		COG1595	ECF RNA polymerase sigma factor SigM
BIPKCHJG_01898	gene	501	sigM_1			
BIPKCHJG_01899	CDS	1425	hcf136_1			Ycf48-like protein
BIPKCHJG_01899	gene	1425	hcf136_1			
BIPKCHJG_01900	CDS	1203	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
BIPKCHJG_01900	gene	1203	sucC			
BIPKCHJG_01901	CDS	891	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
BIPKCHJG_01901	gene	891	sucD			
BIPKCHJG_01902	CDS	645				hypothetical protein
BIPKCHJG_01902	gene	645				
BIPKCHJG_01903	CDS	1464				hypothetical protein
BIPKCHJG_01903	gene	1464				
BIPKCHJG_01904	CDS	492	sigW		COG1595	ECF RNA polymerase sigma factor SigW
BIPKCHJG_01904	gene	492	sigW			
BIPKCHJG_01905	CDS	498				hypothetical protein
BIPKCHJG_01905	gene	498				
BIPKCHJG_01906	CDS	1224				hypothetical protein
BIPKCHJG_01906	gene	1224				
BIPKCHJG_01907	CDS	585	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
BIPKCHJG_01907	gene	585	purN			
BIPKCHJG_01908	CDS	1623	purH		COG0138	Bifunctional purine biosynthesis protein PurH
BIPKCHJG_01908	gene	1623	purH			
BIPKCHJG_01909	CDS	690				hypothetical protein
BIPKCHJG_01909	gene	690				
BIPKCHJG_01910	CDS	348				hypothetical protein
BIPKCHJG_01910	gene	348				
BIPKCHJG_01911	CDS	168				hypothetical protein
BIPKCHJG_01911	gene	168				
BIPKCHJG_01912	CDS	723				hypothetical protein
BIPKCHJG_01912	gene	723				
BIPKCHJG_01913	CDS	1086	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
BIPKCHJG_01913	gene	1086	chaA			
BIPKCHJG_01914	CDS	1224				hypothetical protein
BIPKCHJG_01914	gene	1224				
BIPKCHJG_01915	CDS	1452	nylB'	3.5.1.46		6-aminohexanoate-dimer hydrolase
BIPKCHJG_01915	gene	1452	nylB'			
BIPKCHJG_01916	CDS	411				hypothetical protein
BIPKCHJG_01916	gene	411				
BIPKCHJG_01917	CDS	252	vapC9_3	3.1.-.-	COG4113	Ribonuclease VapC9
BIPKCHJG_01917	gene	252	vapC9_3			
BIPKCHJG_01918	CDS	1362	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
BIPKCHJG_01918	gene	1362	phrB			
BIPKCHJG_01919	CDS	867	folD		COG0190	Bifunctional protein FolD protein
BIPKCHJG_01919	gene	867	folD			
BIPKCHJG_01920	CDS	390				hypothetical protein
BIPKCHJG_01920	gene	390				
BIPKCHJG_01921	CDS	990	mdh	1.1.1.37	COG0039	Malate dehydrogenase
BIPKCHJG_01921	gene	990	mdh			
BIPKCHJG_01922	CDS	780				hypothetical protein
BIPKCHJG_01922	gene	780				
BIPKCHJG_01923	CDS	927	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
BIPKCHJG_01923	gene	927	araQ_5			
BIPKCHJG_01924	CDS	891	araP		COG1175	L-arabinose transport system permease protein AraP
BIPKCHJG_01924	gene	891	araP			
BIPKCHJG_01925	CDS	1359				hypothetical protein
BIPKCHJG_01925	gene	1359				
BIPKCHJG_01926	CDS	1986		3.2.1.23		Beta-galactosidase
BIPKCHJG_01926	gene	1986				
BIPKCHJG_01927	CDS	882	srlR_1		COG1349	Glucitol operon repressor
BIPKCHJG_01927	gene	882	srlR_1			
BIPKCHJG_01928	CDS	366				hypothetical protein
BIPKCHJG_01928	gene	366				
BIPKCHJG_01929	CDS	999	ftsQ		COG1589	Cell division protein FtsQ
BIPKCHJG_01929	gene	999	ftsQ			
BIPKCHJG_01930	CDS	1434	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
BIPKCHJG_01930	gene	1434	murC			
BIPKCHJG_01931	CDS	1116	murG_2	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
BIPKCHJG_01931	gene	1116	murG_2			
BIPKCHJG_01932	CDS	1275	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
BIPKCHJG_01932	gene	1275	ftsW			
BIPKCHJG_01933	CDS	1485	murD_2	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
BIPKCHJG_01933	gene	1485	murD_2			
BIPKCHJG_01934	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
BIPKCHJG_01934	gene	1083	mraY			
BIPKCHJG_01935	CDS	1410	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
BIPKCHJG_01935	gene	1410	murF			
BIPKCHJG_01936	CDS	1527	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
BIPKCHJG_01936	gene	1527	murE			
BIPKCHJG_01937	CDS	1818	pbpB		COG0768	Penicillin-binding protein PbpB
BIPKCHJG_01937	gene	1818	pbpB			
BIPKCHJG_01938	CDS	519	ftsL			Cell division protein FtsL
BIPKCHJG_01938	gene	519	ftsL			
BIPKCHJG_01939	CDS	990	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
BIPKCHJG_01939	gene	990	rsmH			
BIPKCHJG_01940	CDS	438	mraZ		COG2001	Transcriptional regulator MraZ
BIPKCHJG_01940	gene	438	mraZ			
BIPKCHJG_01941	CDS	990				hypothetical protein
BIPKCHJG_01941	gene	990				
BIPKCHJG_01942	CDS	1257				hypothetical protein
BIPKCHJG_01942	gene	1257				
BIPKCHJG_01943	CDS	2373	tgpA	2.3.2.13	COG1305	Protein-glutamine gamma-glutamyltransferase
BIPKCHJG_01943	gene	2373	tgpA			
BIPKCHJG_01944	CDS	627				hypothetical protein
BIPKCHJG_01944	gene	627				
BIPKCHJG_01945	CDS	276				hypothetical protein
BIPKCHJG_01945	gene	276				
BIPKCHJG_01946	CDS	651	yjbM_1	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
BIPKCHJG_01946	gene	651	yjbM_1			
BIPKCHJG_01947	CDS	429				hypothetical protein
BIPKCHJG_01947	gene	429				
BIPKCHJG_01948	CDS	777				hypothetical protein
BIPKCHJG_01948	gene	777				
BIPKCHJG_01949	CDS	195				hypothetical protein
BIPKCHJG_01949	gene	195				
BIPKCHJG_01950	CDS	849				hypothetical protein
BIPKCHJG_01950	gene	849				
BIPKCHJG_01951	CDS	168				hypothetical protein
BIPKCHJG_01951	gene	168				
BIPKCHJG_01952	CDS	207				hypothetical protein
BIPKCHJG_01952	gene	207				
BIPKCHJG_01953	CDS	396				hypothetical protein
BIPKCHJG_01953	gene	396				
BIPKCHJG_01954	CDS	1407				hypothetical protein
BIPKCHJG_01954	gene	1407				
BIPKCHJG_01955	CDS	249				hypothetical protein
BIPKCHJG_01955	gene	249				
BIPKCHJG_01956	CDS	315				hypothetical protein
BIPKCHJG_01956	gene	315				
BIPKCHJG_01957	CDS	282				hypothetical protein
BIPKCHJG_01957	gene	282				
BIPKCHJG_01958	CDS	462				hypothetical protein
BIPKCHJG_01958	gene	462				
BIPKCHJG_01959	CDS	924	xerC_4		COG4974	Tyrosine recombinase XerC
BIPKCHJG_01959	gene	924	xerC_4			
BIPKCHJG_01960	CDS	1707	hrdB		COG0568	RNA polymerase principal sigma factor HrdB
BIPKCHJG_01960	gene	1707	hrdB			
BIPKCHJG_01961	CDS	390				Universal stress protein
BIPKCHJG_01961	gene	390				
BIPKCHJG_01962	CDS	1092				hypothetical protein
BIPKCHJG_01962	gene	1092				
BIPKCHJG_01963	CDS	387				hypothetical protein
BIPKCHJG_01963	gene	387				
BIPKCHJG_01964	CDS	366				hypothetical protein
BIPKCHJG_01964	gene	366				
BIPKCHJG_01965	CDS	726				hypothetical protein
BIPKCHJG_01965	gene	726				
BIPKCHJG_01966	CDS	1638	polA_1	2.7.7.7		DNA polymerase I, thermostable
BIPKCHJG_01966	gene	1638	polA_1			
BIPKCHJG_01967	CDS	921				hypothetical protein
BIPKCHJG_01967	gene	921				
BIPKCHJG_01968	CDS	3834				hypothetical protein
BIPKCHJG_01968	gene	3834				
BIPKCHJG_01969	CDS	927				hypothetical protein
BIPKCHJG_01969	gene	927				
BIPKCHJG_01970	CDS	1317	mgl_2	4.4.1.11	COG0626	L-methionine gamma-lyase
BIPKCHJG_01970	gene	1317	mgl_2			
BIPKCHJG_01971	CDS	429		1.1.98.-		F420H(2)-dependent quinone reductase
BIPKCHJG_01971	gene	429				
BIPKCHJG_01972	CDS	432				hypothetical protein
BIPKCHJG_01972	gene	432				
BIPKCHJG_01973	CDS	369				hypothetical protein
BIPKCHJG_01973	gene	369				
BIPKCHJG_01974	CDS	381				hypothetical protein
BIPKCHJG_01974	gene	381				
BIPKCHJG_01975	CDS	1308	amyB	3.2.1.1		Alpha-amylase 2
BIPKCHJG_01975	gene	1308	amyB			
BIPKCHJG_01976	CDS	585				putative protein
BIPKCHJG_01976	gene	585				
BIPKCHJG_01977	CDS	891	kynA	1.13.11.11	COG3483	Tryptophan 2,3-dioxygenase
BIPKCHJG_01977	gene	891	kynA			
BIPKCHJG_01978	CDS	1221	kynU	3.7.1.3		Kynureninase
BIPKCHJG_01978	gene	1221	kynU			
BIPKCHJG_01979	CDS	825				hypothetical protein
BIPKCHJG_01979	gene	825				
BIPKCHJG_01980	tRNA	75				tRNA-Ala(ggc)
BIPKCHJG_01980	gene	75				
BIPKCHJG_01981	CDS	666	gpgP_3	3.1.3.85	COG0406	Glucosyl-3-phosphoglycerate phosphatase
BIPKCHJG_01981	gene	666	gpgP_3			
BIPKCHJG_01982	CDS	402	rsfS		COG0799	Ribosomal silencing factor RsfS
BIPKCHJG_01982	gene	402	rsfS			
BIPKCHJG_01983	CDS	591	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
BIPKCHJG_01983	gene	591	nadD			
BIPKCHJG_01984	CDS	231				hypothetical protein
BIPKCHJG_01984	gene	231				
BIPKCHJG_01985	CDS	1011		2.4.-.-		putative glycosyltransferase
BIPKCHJG_01985	gene	1011				
BIPKCHJG_01986	CDS	804				hypothetical protein
BIPKCHJG_01986	gene	804				
BIPKCHJG_01987	CDS	693		2.1.1.-		putative S-adenosylmethionine-dependent methyltransferase/MSMEI_2290
BIPKCHJG_01987	gene	693				
BIPKCHJG_01988	CDS	1284	proA_2	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
BIPKCHJG_01988	gene	1284	proA_2			
BIPKCHJG_01989	CDS	873	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
BIPKCHJG_01989	gene	873	pdxY			
BIPKCHJG_01990	CDS	1569	bmr3_3			Multidrug resistance protein 3
BIPKCHJG_01990	gene	1569	bmr3_3			
BIPKCHJG_01991	CDS	861	ubiG	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
BIPKCHJG_01991	gene	861	ubiG			
BIPKCHJG_01992	CDS	333				hypothetical protein
BIPKCHJG_01992	gene	333				
BIPKCHJG_01993	CDS	1137	proB	2.7.2.11	COG0263	Glutamate 5-kinase
BIPKCHJG_01993	gene	1137	proB			
BIPKCHJG_01994	CDS	1515	obg	3.6.5.-	COG0536	GTPase Obg
BIPKCHJG_01994	gene	1515	obg			
BIPKCHJG_01995	CDS	255	rpmA		COG0211	50S ribosomal protein L27
BIPKCHJG_01995	gene	255	rpmA			
BIPKCHJG_01996	CDS	309	rplU		COG0261	50S ribosomal protein L21
BIPKCHJG_01996	gene	309	rplU			
BIPKCHJG_01997	CDS	2988	rng	3.1.26.-	COG1530	Ribonuclease G
BIPKCHJG_01997	gene	2988	rng			
BIPKCHJG_01998	CDS	753				hypothetical protein
BIPKCHJG_01998	gene	753				
BIPKCHJG_01999	CDS	1368	hemL1	5.4.3.8		Glutamate-1-semialdehyde 2,1-aminomutase 1
BIPKCHJG_01999	gene	1368	hemL1			
BIPKCHJG_02000	CDS	465				hypothetical protein
BIPKCHJG_02000	gene	465				
BIPKCHJG_02001	CDS	399		3.1.-.-	COG1848	Ribonuclease VapC29
BIPKCHJG_02001	gene	399				
BIPKCHJG_02002	CDS	234				Putative antitoxin VapB29
BIPKCHJG_02002	gene	234				
BIPKCHJG_02003	CDS	942		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
BIPKCHJG_02003	gene	942				
BIPKCHJG_02004	CDS	309	rhtC		COG1280	Threonine efflux protein
BIPKCHJG_02004	gene	309	rhtC			
BIPKCHJG_02005	CDS	552	sutR_2		COG1396	HTH-type transcriptional regulator SutR
BIPKCHJG_02005	gene	552	sutR_2			
BIPKCHJG_02006	CDS	435				hypothetical protein
BIPKCHJG_02006	gene	435				
BIPKCHJG_02007	CDS	1950				hypothetical protein
BIPKCHJG_02007	gene	1950				
BIPKCHJG_02008	CDS	1845		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
BIPKCHJG_02008	gene	1845				
BIPKCHJG_02009	CDS	816				hypothetical protein
BIPKCHJG_02009	gene	816				
BIPKCHJG_02010	CDS	315				hypothetical protein
BIPKCHJG_02010	gene	315				
BIPKCHJG_02011	CDS	2154	cya			Bifunctional hemolysin/adenylate cyclase
BIPKCHJG_02011	gene	2154	cya			
BIPKCHJG_02012	CDS	957	ribF			Riboflavin biosynthesis protein RibF
BIPKCHJG_02012	gene	957	ribF			
BIPKCHJG_02013	CDS	930	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
BIPKCHJG_02013	gene	930	truB			
BIPKCHJG_02014	CDS	462	rbfA		COG0858	Ribosome-binding factor A
BIPKCHJG_02014	gene	462	rbfA			
BIPKCHJG_02015	CDS	2838	infB		COG0532	Translation initiation factor IF-2
BIPKCHJG_02015	gene	2838	infB			
BIPKCHJG_02016	CDS	264				hypothetical protein
BIPKCHJG_02016	gene	264				
BIPKCHJG_02017	CDS	1113	nusA		COG0195	Transcription termination/antitermination protein NusA
BIPKCHJG_02017	gene	1113	nusA			
BIPKCHJG_02018	CDS	510	rimP		COG0779	Ribosome maturation factor RimP
BIPKCHJG_02018	gene	510	rimP			
BIPKCHJG_02019	CDS	960				hypothetical protein
BIPKCHJG_02019	gene	960				
BIPKCHJG_02020	CDS	702	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
BIPKCHJG_02020	gene	702	msrA			
BIPKCHJG_02021	CDS	198				hypothetical protein
BIPKCHJG_02021	gene	198				
BIPKCHJG_02022	CDS	189				hypothetical protein
BIPKCHJG_02022	gene	189				
BIPKCHJG_02023	CDS	417				hypothetical protein
BIPKCHJG_02023	gene	417				
BIPKCHJG_02024	CDS	774	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
BIPKCHJG_02024	gene	774	apbE_2			
BIPKCHJG_02025	CDS	594				hypothetical protein
BIPKCHJG_02025	gene	594				
BIPKCHJG_02026	CDS	1467	hmp	1.14.13.142	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
BIPKCHJG_02026	gene	1467	hmp			
BIPKCHJG_02027	CDS	237				hypothetical protein
BIPKCHJG_02027	gene	237				
BIPKCHJG_02028	CDS	399				hypothetical protein
BIPKCHJG_02028	gene	399				
BIPKCHJG_02029	CDS	774	yfcA_1		COG0730	putative membrane transporter protein YfcA
BIPKCHJG_02029	gene	774	yfcA_1			
BIPKCHJG_02030	CDS	759	ppaX_2	3.6.1.1		Pyrophosphatase PpaX
BIPKCHJG_02030	gene	759	ppaX_2			
BIPKCHJG_02031	CDS	396				hypothetical protein
BIPKCHJG_02031	gene	396				
BIPKCHJG_02032	CDS	1764	proS	6.1.1.15	COG0442	Proline--tRNA ligase
BIPKCHJG_02032	gene	1764	proS			
BIPKCHJG_02033	CDS	396				hypothetical protein
BIPKCHJG_02033	gene	396				
BIPKCHJG_02034	CDS	924	exsA		COG2207	Exoenzyme S synthesis regulatory protein ExsA
BIPKCHJG_02034	gene	924	exsA			
BIPKCHJG_02035	CDS	1074	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
BIPKCHJG_02035	gene	1074	nlhH_1			
BIPKCHJG_02036	CDS	2310	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
BIPKCHJG_02036	gene	2310	dbpA			
BIPKCHJG_02037	CDS	846	mshD_4	2.3.1.189		Mycothiol acetyltransferase
BIPKCHJG_02037	gene	846	mshD_4			
BIPKCHJG_02038	CDS	1161	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
BIPKCHJG_02038	gene	1161	ispG			
BIPKCHJG_02039	CDS	660				hypothetical protein
BIPKCHJG_02039	gene	660				
BIPKCHJG_02040	CDS	1611				hypothetical protein
BIPKCHJG_02040	gene	1611				
BIPKCHJG_02041	CDS	459				hypothetical protein
BIPKCHJG_02041	gene	459				
BIPKCHJG_02042	CDS	1119				hypothetical protein
BIPKCHJG_02042	gene	1119				
BIPKCHJG_02043	CDS	984				hypothetical protein
BIPKCHJG_02043	gene	984				
BIPKCHJG_02044	CDS	372	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
BIPKCHJG_02044	gene	372	hisI			
BIPKCHJG_02045	CDS	1551	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
BIPKCHJG_02045	gene	1551	trpE			
BIPKCHJG_02046	CDS	612				hypothetical protein
BIPKCHJG_02046	gene	612				
BIPKCHJG_02047	CDS	225				hypothetical protein
BIPKCHJG_02047	gene	225				
BIPKCHJG_02048	CDS	807	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
BIPKCHJG_02048	gene	807	trpC			
BIPKCHJG_02049	CDS	1200	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
BIPKCHJG_02049	gene	1200	trpB			
BIPKCHJG_02050	CDS	822	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
BIPKCHJG_02050	gene	822	trpA			
BIPKCHJG_02051	CDS	648				hypothetical protein
BIPKCHJG_02051	gene	648				
BIPKCHJG_02052	CDS	807	pknE	2.7.11.1	COG0515	Serine/threonine-protein kinase PknE
BIPKCHJG_02052	gene	807	pknE			
BIPKCHJG_02053	CDS	867	lgt_1	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
BIPKCHJG_02053	gene	867	lgt_1			
BIPKCHJG_02054	CDS	4542	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
BIPKCHJG_02054	gene	4542	gltB			
BIPKCHJG_02055	CDS	1458	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
BIPKCHJG_02055	gene	1458	gltD			
BIPKCHJG_02056	CDS	309				hypothetical protein
BIPKCHJG_02056	gene	309				
BIPKCHJG_02057	CDS	1452	pyk	2.7.1.40	COG0469	Pyruvate kinase
BIPKCHJG_02057	gene	1452	pyk			
BIPKCHJG_02058	tRNA	84				tRNA-Leu(caa)
BIPKCHJG_02058	gene	84				
BIPKCHJG_02059	CDS	594	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
BIPKCHJG_02059	gene	594	pdtaR			
BIPKCHJG_02060	CDS	609		2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
BIPKCHJG_02060	gene	609				
BIPKCHJG_02061	CDS	453	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
BIPKCHJG_02061	gene	453	entH			
BIPKCHJG_02062	CDS	2670	polA_2	2.7.7.7	COG0258	DNA polymerase I
BIPKCHJG_02062	gene	2670	polA_2			
BIPKCHJG_02063	CDS	864				hypothetical protein
BIPKCHJG_02063	gene	864				
BIPKCHJG_02064	CDS	963				hypothetical protein
BIPKCHJG_02064	gene	963				
BIPKCHJG_02065	CDS	726				hypothetical protein
BIPKCHJG_02065	gene	726				
BIPKCHJG_02066	CDS	732				hypothetical protein
BIPKCHJG_02066	gene	732				
BIPKCHJG_02067	CDS	1254				hypothetical protein
BIPKCHJG_02067	gene	1254				
BIPKCHJG_02068	CDS	777				hypothetical protein
BIPKCHJG_02068	gene	777				
BIPKCHJG_02069	CDS	744		2.1.1.-		putative S-adenosylmethionine-dependent methyltransferase/MSMEI_2290
BIPKCHJG_02069	gene	744				
BIPKCHJG_02070	CDS	738		2.1.1.295		2-methyl-6-phytyl-1,4-hydroquinone methyltransferase
BIPKCHJG_02070	gene	738				
BIPKCHJG_02071	CDS	4116	aftD_1	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
BIPKCHJG_02071	gene	4116	aftD_1			
BIPKCHJG_02072	CDS	1011				hypothetical protein
BIPKCHJG_02072	gene	1011				
BIPKCHJG_02073	CDS	993	oatA_3	2.3.1.-		O-acetyltransferase OatA
BIPKCHJG_02073	gene	993	oatA_3			
BIPKCHJG_02074	CDS	843	epsE	2.4.-.-	COG0463	Putative glycosyltransferase EpsE
BIPKCHJG_02074	gene	843	epsE			
BIPKCHJG_02075	CDS	1704				hypothetical protein
BIPKCHJG_02075	gene	1704				
BIPKCHJG_02076	CDS	153				hypothetical protein
BIPKCHJG_02076	gene	153				
BIPKCHJG_02077	CDS	1263	mshA_2	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
BIPKCHJG_02077	gene	1263	mshA_2			
BIPKCHJG_02078	CDS	681		2.1.1.-		putative methyltransferase
BIPKCHJG_02078	gene	681				
BIPKCHJG_02079	CDS	4155	aftD_2	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
BIPKCHJG_02079	gene	4155	aftD_2			
BIPKCHJG_02080	CDS	1167	oatA_4	2.3.1.-		O-acetyltransferase OatA
BIPKCHJG_02080	gene	1167	oatA_4			
BIPKCHJG_02081	CDS	1101	porA			Porin PorA
BIPKCHJG_02081	gene	1101	porA			
BIPKCHJG_02082	CDS	996	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
BIPKCHJG_02082	gene	996	galE1			
BIPKCHJG_02083	CDS	756	ppgK	2.7.1.63	COG1940	Polyphosphate glucokinase
BIPKCHJG_02083	gene	756	ppgK			
BIPKCHJG_02084	CDS	1440	xylE			D-xylose-proton symporter
BIPKCHJG_02084	gene	1440	xylE			
BIPKCHJG_02085	CDS	819	menG_3	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
BIPKCHJG_02085	gene	819	menG_3			
BIPKCHJG_02086	CDS	1473	rpsA		COG0539	30S ribosomal protein S1
BIPKCHJG_02086	gene	1473	rpsA			
BIPKCHJG_02087	CDS	1116				hypothetical protein
BIPKCHJG_02087	gene	1116				
BIPKCHJG_02088	CDS	921	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
BIPKCHJG_02088	gene	921	coaE			
BIPKCHJG_02089	CDS	990	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
BIPKCHJG_02089	gene	990	menC			
BIPKCHJG_02090	CDS	1053				hypothetical protein
BIPKCHJG_02090	gene	1053				
BIPKCHJG_02091	CDS	684	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
BIPKCHJG_02091	gene	684	trmH			
BIPKCHJG_02092	CDS	2109	uvrB_1		COG0556	UvrABC system protein B
BIPKCHJG_02092	gene	2109	uvrB_1			
BIPKCHJG_02093	CDS	348	yjbR		COG2315	putative protein YjbR
BIPKCHJG_02093	gene	348	yjbR			
BIPKCHJG_02094	CDS	1740	lytC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
BIPKCHJG_02094	gene	1740	lytC_2			
BIPKCHJG_02095	CDS	1017			COG0861	putative membrane protein
BIPKCHJG_02095	gene	1017				
BIPKCHJG_02096	CDS	873	rhtA		COG5006	Threonine/homoserine exporter RhtA
BIPKCHJG_02096	gene	873	rhtA			
BIPKCHJG_02097	CDS	297	vapB4		COG4118	Antitoxin VapB4
BIPKCHJG_02097	gene	297	vapB4			
BIPKCHJG_02098	CDS	669	gloC_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
BIPKCHJG_02098	gene	669	gloC_1			
BIPKCHJG_02099	CDS	3117	uvrA_2		COG0178	UvrABC system protein A
BIPKCHJG_02099	gene	3117	uvrA_2			
BIPKCHJG_02100	CDS	708				hypothetical protein
BIPKCHJG_02100	gene	708				
BIPKCHJG_02101	CDS	714	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BIPKCHJG_02101	gene	714	livF_1			
BIPKCHJG_02102	CDS	837	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BIPKCHJG_02102	gene	837	lptB			
BIPKCHJG_02103	CDS	1713				hypothetical protein
BIPKCHJG_02103	gene	1713				
BIPKCHJG_02104	CDS	969	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BIPKCHJG_02104	gene	969	livH_1			
BIPKCHJG_02105	CDS	1224			COG0683	Leu/Ile/Val-binding protein 
BIPKCHJG_02105	gene	1224				
BIPKCHJG_02106	CDS	441	petC	1.10.9.1		Cytochrome b6-f complex iron-sulfur subunit
BIPKCHJG_02106	gene	441	petC			
BIPKCHJG_02107	CDS	1917	uvrC		COG0322	UvrABC system protein C
BIPKCHJG_02107	gene	1917	uvrC			
BIPKCHJG_02108	CDS	939			COG1660	Nucleotide-binding protein
BIPKCHJG_02108	gene	939				
BIPKCHJG_02109	CDS	765			COG0391	Putative gluconeogenesis factor
BIPKCHJG_02109	gene	765				
BIPKCHJG_02110	CDS	981	whiA		COG1481	Putative sporulation transcription regulator WhiA
BIPKCHJG_02110	gene	981	whiA			
BIPKCHJG_02111	CDS	1005	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
BIPKCHJG_02111	gene	1005	gapA			
BIPKCHJG_02112	CDS	1206	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
BIPKCHJG_02112	gene	1206	pgk			
BIPKCHJG_02113	CDS	795	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
BIPKCHJG_02113	gene	795	tpiA			
BIPKCHJG_02114	CDS	243	secG		COG1314	putative protein-export membrane protein SecG
BIPKCHJG_02114	gene	243	secG			
BIPKCHJG_02115	CDS	351	rbpA_1			RNA polymerase-binding protein RbpA
BIPKCHJG_02115	gene	351	rbpA_1			
BIPKCHJG_02116	CDS	936				hypothetical protein
BIPKCHJG_02116	gene	936				
BIPKCHJG_02117	CDS	1545	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
